gender,senior_citizen,partner,dependents,tenure,contract_type,payment_method,paperless_billing,internet_service,online_security,tech_support,streaming_tv,streaming_movies,monthly_charges,total_charges,churn,gender_label,contract_label,payment_label,internet_label,churn_label
1,0,0,0,36,0,0,1,2,1,0,1,1,98.26,3628.91,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,1,0,0,28,0,0,0,1,1,0,0,1,65.43,1872.19,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,1,1,3,0,1,0,2,1,0,0,0,75.61,227.51,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,0,72,0,3,0,1,1,0,1,0,67.14,4878.95,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
1,0,1,1,22,0,2,0,1,1,0,0,1,71.96,1626.24,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,1,16,0,3,0,0,0,0,0,0,20.0,315.25,0,Female,Month-to-month,Credit card (automatic),No,No
0,0,1,0,11,0,2,1,2,0,0,1,0,79.87,846.5,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,1,0,1,54,0,0,1,2,0,0,0,0,75.37,4222.32,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,6,1,0,0,2,1,1,1,0,105.67,663.5,0,Male,One year,Electronic check,Fiber optic,No
1,0,0,0,8,1,3,0,2,1,0,1,1,107.99,857.81,0,Male,One year,Credit card (automatic),Fiber optic,No
1,0,0,0,3,0,2,0,2,0,0,1,1,81.4,256.17,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,34,0,3,1,2,1,1,1,1,111.76,3732.47,0,Female,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,1,21,0,0,1,1,0,0,1,0,54.14,1087.66,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,22,0,0,1,2,1,0,0,0,75.87,1681.23,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,1,0,5,0,1,0,0,0,0,0,0,25.27,131.0,1,Male,Month-to-month,Mailed check,No,Yes
1,0,1,1,25,1,0,0,2,1,1,0,0,87.28,2207.63,0,Male,One year,Electronic check,Fiber optic,No
0,0,0,0,34,0,0,0,2,1,0,0,1,85.05,2749.84,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,10,2,1,1,2,1,1,0,0,91.23,867.76,0,Female,Two year,Mailed check,Fiber optic,No
0,1,0,0,38,0,2,0,1,1,0,1,0,66.96,2601.57,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,1,1,1,10,0,0,1,1,1,0,0,0,50.39,521.3,0,Female,Month-to-month,Electronic check,DSL,No
1,0,0,0,34,1,0,1,1,0,0,0,0,50.09,1661.0,0,Male,One year,Electronic check,DSL,No
0,0,0,0,1,1,2,1,1,0,0,0,1,59.65,59.47,0,Female,One year,Bank transfer (automatic),DSL,No
0,1,0,0,19,1,1,0,1,0,0,0,1,59.64,1185.41,1,Female,One year,Mailed check,DSL,Yes
0,0,1,0,72,2,2,1,0,0,0,0,0,22.42,1607.88,0,Female,Two year,Bank transfer (automatic),No,No
0,0,0,1,72,0,1,0,2,0,1,0,0,85.45,5928.34,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,1,1,0,7,2,3,1,1,0,1,1,1,78.22,570.08,0,Female,Two year,Credit card (automatic),DSL,No
0,0,0,0,13,0,2,0,2,1,0,1,1,97.79,1270.66,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,1,0,1,2,3,0,2,1,1,1,0,100.96,99.39,1,Female,Two year,Credit card (automatic),Fiber optic,Yes
1,1,1,1,49,0,1,0,1,0,1,1,0,58.72,2761.45,0,Male,Month-to-month,Mailed check,DSL,No
1,0,0,1,20,0,0,1,1,0,0,0,0,39.69,790.49,0,Male,Month-to-month,Electronic check,DSL,No
1,0,0,0,11,1,1,0,2,1,0,0,1,100.1,1130.79,0,Male,One year,Mailed check,Fiber optic,No
1,0,1,0,2,0,1,1,2,1,0,1,0,86.5,176.76,0,Male,Month-to-month,Mailed check,Fiber optic,No
0,0,1,0,70,0,1,0,1,0,0,1,1,63.13,4417.59,0,Female,Month-to-month,Mailed check,DSL,No
1,0,0,0,18,0,2,0,0,0,0,0,0,23.35,429.53,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,0,1,0,7,1,0,1,2,0,1,1,1,108.32,746.92,0,Male,One year,Electronic check,Fiber optic,No
0,1,1,0,10,2,2,0,1,0,0,0,0,36.67,375.33,0,Female,Two year,Bank transfer (automatic),DSL,No
0,0,0,0,7,1,2,1,1,0,0,0,0,46.24,310.27,1,Female,One year,Bank transfer (automatic),DSL,Yes
1,0,1,1,22,2,2,1,2,1,1,0,1,99.26,2118.04,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,63,0,1,1,2,1,0,0,0,81.65,5338.25,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,1,46,0,3,0,1,0,1,0,1,65.49,2950.38,0,Female,Month-to-month,Credit card (automatic),DSL,No
1,0,1,0,14,0,1,1,2,0,0,0,0,63.17,858.37,0,Male,Month-to-month,Mailed check,Fiber optic,No
0,1,0,1,42,1,0,1,2,0,0,0,1,79.59,3205.39,0,Female,One year,Electronic check,Fiber optic,No
0,1,0,0,13,0,3,1,2,1,0,1,0,95.13,1223.45,0,Female,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,1,0,6,0,0,0,0,0,0,0,0,29.72,170.6,0,Female,Month-to-month,Electronic check,No,No
0,0,1,1,72,0,2,1,1,1,1,0,1,78.95,5682.68,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,1,0,8,1,0,1,0,0,0,0,0,20.0,166.71,1,Male,One year,Electronic check,No,Yes
0,0,1,0,9,0,0,1,1,1,0,1,0,61.1,565.69,0,Female,Month-to-month,Electronic check,DSL,No
0,0,1,0,72,2,0,1,2,0,1,1,0,91.21,6265.47,1,Female,Two year,Electronic check,Fiber optic,Yes
1,0,0,1,3,1,1,1,2,1,0,1,1,102.11,300.2,0,Male,One year,Mailed check,Fiber optic,No
0,1,0,0,34,1,0,0,2,0,1,1,1,105.53,3475.95,0,Female,One year,Electronic check,Fiber optic,No
1,0,1,1,65,2,0,0,1,1,0,0,0,54.7,3401.53,0,Male,Two year,Electronic check,DSL,No
1,0,0,0,17,0,2,0,2,1,1,0,0,92.4,1509.33,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,1,1,2,0,2,1,0,1,0,90.2,93.88,0,Male,One year,Bank transfer (automatic),Fiber optic,No
0,0,1,0,11,2,3,1,0,0,0,0,0,28.55,308.09,0,Female,Two year,Credit card (automatic),No,No
1,0,0,0,2,1,3,1,1,0,0,0,0,47.92,94.81,1,Male,One year,Credit card (automatic),DSL,Yes
1,0,1,0,12,1,1,1,2,1,1,0,0,86.47,1036.16,0,Male,One year,Mailed check,Fiber optic,No
0,0,0,0,37,0,3,1,1,1,1,0,1,82.01,3108.69,0,Female,Month-to-month,Credit card (automatic),DSL,No
1,0,0,0,13,1,1,0,1,0,0,1,1,63.22,846.38,0,Male,One year,Mailed check,DSL,No
1,0,1,0,13,0,1,0,1,0,1,0,1,62.73,853.31,1,Male,Month-to-month,Mailed check,DSL,Yes
1,0,0,0,19,2,2,1,2,0,0,1,0,78.0,1439.12,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,1,20,2,0,1,0,0,0,0,0,26.64,522.2,0,Male,Two year,Electronic check,No,No
1,0,0,1,46,2,2,1,2,1,1,1,1,113.11,5105.74,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
0,0,1,1,8,1,1,1,1,1,0,1,1,75.86,603.56,0,Female,One year,Mailed check,DSL,No
1,0,1,0,41,0,0,0,1,0,0,0,0,45.82,1936.37,0,Male,Month-to-month,Electronic check,DSL,No
1,0,1,1,20,0,0,1,2,0,1,1,0,94.71,1844.85,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,8,2,0,1,1,1,1,1,1,96.95,797.54,1,Female,Two year,Electronic check,DSL,Yes
0,0,0,0,8,0,3,0,1,0,0,0,0,37.52,291.28,0,Female,Month-to-month,Credit card (automatic),DSL,No
0,0,1,1,10,0,3,0,2,0,0,0,1,88.32,901.76,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,1,1,23,1,1,1,1,1,0,0,1,56.66,1342.15,0,Male,One year,Mailed check,DSL,No
0,0,0,0,6,0,0,1,2,0,0,1,1,98.53,612.09,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,0,60,1,0,0,1,1,0,1,1,84.82,5094.43,0,Male,One year,Electronic check,DSL,No
1,1,1,0,20,0,3,1,1,0,1,1,0,73.08,1436.56,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,1,0,60,1,0,1,2,0,0,1,0,84.84,5229.05,0,Female,One year,Electronic check,Fiber optic,No
0,1,1,1,1,2,3,1,1,0,1,0,1,61.67,60.57,0,Female,Two year,Credit card (automatic),DSL,No
1,0,1,0,10,0,2,1,0,0,0,0,0,23.74,229.05,0,Male,Month-to-month,Bank transfer (automatic),No,No
0,0,1,1,1,0,3,1,0,0,0,0,0,20.0,20.67,1,Female,Month-to-month,Credit card (automatic),No,Yes
1,1,1,0,7,0,2,1,1,1,0,0,1,62.31,432.3,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
0,0,1,1,47,2,2,0,2,0,1,1,0,89.72,4246.71,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
0,0,0,1,1,0,2,1,2,0,1,1,0,90.17,93.94,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,1,0,13,0,3,0,2,0,0,1,1,95.2,1192.53,1,Female,Month-to-month,Credit card (automatic),Fiber optic,Yes
1,0,0,0,3,1,3,0,1,1,0,1,0,63.52,191.65,0,Male,One year,Credit card (automatic),DSL,No
0,0,1,1,12,0,2,1,2,0,0,1,0,83.65,1009.7,0,Female,Month-to-month,Bank transfer (automatic),Fiber optic,No
1,0,0,0,43,2,2,1,1,1,0,0,0,48.14,2144.93,0,Male,Two year,Bank transfer (automatic),DSL,No
1,1,0,0,23,2,3,1,2,1,0,1,1,104.19,2358.33,1,Male,Two year,Credit card (automatic),Fiber optic,Yes
1,0,0,0,32,0,3,0,2,0,1,0,1,90.64,2871.83,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
1,1,0,0,10,1,2,1,0,0,0,0,0,25.07,251.18,0,Male,One year,Bank transfer (automatic),No,No
0,1,0,1,69,0,0,0,2,0,0,0,1,87.57,5841.24,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,29,1,0,0,2,0,1,0,0,79.15,2288.62,0,Male,One year,Electronic check,Fiber optic,No
1,0,1,1,13,1,3,1,2,0,0,1,1,84.2,1087.6,0,Male,One year,Credit card (automatic),Fiber optic,No
0,1,0,0,13,0,0,0,2,1,1,0,0,82.63,1041.68,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,1,0,1,60,0,0,1,2,0,1,1,0,97.62,6052.26,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,20,2,0,1,2,0,1,1,1,103.28,2051.35,0,Female,Two year,Electronic check,Fiber optic,No
1,0,1,0,29,0,2,1,2,0,0,1,0,90.75,2580.71,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,12,1,2,0,1,0,1,0,0,59.48,687.38,0,Female,One year,Bank transfer (automatic),DSL,No
1,0,1,1,6,0,0,0,2,1,0,0,1,93.28,536.72,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,30,0,0,1,1,0,0,0,0,45.64,1432.21,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,0,1,22,2,2,1,2,1,0,0,0,74.26,1714.61,0,Male,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,0,16,0,3,1,2,1,0,0,1,88.84,1478.0,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,1,0,23,1,0,0,2,1,0,1,1,106.08,2429.75,1,Female,One year,Electronic check,Fiber optic,Yes
0,0,1,1,5,0,0,1,2,0,0,0,0,68.27,351.86,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,37,0,2,0,2,0,0,0,1,84.34,3224.9,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,71,2,3,1,1,1,1,0,0,70.15,4880.94,0,Female,Two year,Credit card (automatic),DSL,No
1,0,0,0,53,1,2,1,2,0,0,1,1,93.1,4976.75,0,Male,One year,Bank transfer (automatic),Fiber optic,No
1,0,1,0,9,2,2,0,1,0,0,1,0,54.84,516.11,0,Male,Two year,Bank transfer (automatic),DSL,No
0,0,0,0,12,2,3,1,2,0,0,1,0,77.52,909.78,0,Female,Two year,Credit card (automatic),Fiber optic,No
1,0,0,0,39,2,0,1,1,1,1,1,0,81.17,3217.19,0,Male,Two year,Electronic check,DSL,No
0,1,1,0,21,2,0,1,2,0,1,1,1,107.77,2299.96,0,Female,Two year,Electronic check,Fiber optic,No
0,0,0,1,19,0,2,1,1,0,1,1,1,89.94,1700.77,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,1,62,2,3,1,0,0,0,0,0,20.88,1293.31,0,Male,Two year,Credit card (automatic),No,No
1,0,1,0,18,0,2,1,0,0,0,0,0,20.0,358.43,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,1,0,0,17,0,3,0,0,0,0,0,0,22.34,380.58,0,Male,Month-to-month,Credit card (automatic),No,No
1,0,1,0,1,0,2,0,0,0,0,0,0,20.0,19.3,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
1,0,0,1,1,0,2,0,1,0,0,1,1,64.57,66.47,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,0,1,1,0,0,2,0,1,0,0,80.44,81.74,0,Male,One year,Electronic check,Fiber optic,No
1,0,0,0,58,0,0,1,0,0,0,0,0,22.29,1354.08,0,Male,Month-to-month,Electronic check,No,No
0,0,0,1,12,0,2,1,2,0,1,0,1,94.62,1106.56,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,1,0,15,0,0,1,2,0,1,1,0,94.22,1363.26,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,0,1,44,0,0,0,0,0,0,0,0,25.32,1096.54,0,Female,Month-to-month,Electronic check,No,No
0,0,1,0,22,1,3,1,1,1,0,0,0,57.6,1268.43,0,Female,One year,Credit card (automatic),DSL,No
0,0,0,0,22,0,3,1,2,0,0,1,0,83.35,1779.61,0,Female,Month-to-month,Credit card (automatic),Fiber optic,No
1,0,0,1,8,0,0,0,0,0,0,0,0,20.0,159.37,1,Male,Month-to-month,Electronic check,No,Yes
0,1,0,0,43,0,2,1,0,0,0,0,0,21.23,925.91,1,Female,Month-to-month,Bank transfer (automatic),No,Yes
0,0,0,1,4,0,0,1,2,1,1,0,1,101.15,386.64,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,1,0,0,1,1,0,1,2,0,1,1,0,86.39,88.62,1,Female,One year,Electronic check,Fiber optic,Yes
0,0,1,1,5,0,2,1,1,1,1,1,1,91.5,477.62,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,1,0,7,0,2,1,2,1,1,1,0,104.59,715.16,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,1,0,7,0,0,1,2,0,0,1,1,96.13,691.5,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,1,1,0,26,0,0,0,2,1,1,0,0,92.78,2392.48,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,0,0,0,5,2,0,1,1,0,0,1,0,57.62,292.84,0,Male,Two year,Electronic check,DSL,No
1,0,1,0,27,0,3,1,1,1,0,0,0,53.77,1487.07,1,Male,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,0,2,2,2,1,2,0,0,0,1,90.85,177.97,1,Female,Two year,Bank transfer (automatic),Fiber optic,Yes
1,0,1,0,3,1,1,0,0,0,0,0,0,20.74,64.01,1,Male,One year,Mailed check,No,Yes
1,0,0,0,17,0,0,1,2,1,0,1,1,91.29,1490.65,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
1,0,1,0,61,2,2,1,1,0,0,0,0,32.86,2102.02,0,Male,Two year,Bank transfer (automatic),DSL,No
1,0,1,0,47,1,2,0,1,0,1,1,0,73.02,3376.01,0,Male,One year,Bank transfer (automatic),DSL,No
0,0,1,0,72,1,3,1,2,1,1,0,0,80.83,5659.02,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,1,1,25,0,0,1,0,0,0,0,0,20.0,481.93,1,Male,Month-to-month,Electronic check,No,Yes
1,0,1,0,27,1,3,1,0,0,0,0,0,20.0,556.86,0,Male,One year,Credit card (automatic),No,No
1,0,1,0,23,0,1,0,2,0,1,1,0,90.49,2099.15,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
0,0,0,0,23,0,0,0,1,1,0,1,0,68.93,1657.0,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,0,1,3,2,0,1,2,0,1,0,1,88.68,269.97,0,Female,Two year,Electronic check,Fiber optic,No
0,0,0,0,18,2,1,1,0,0,0,0,0,20.0,354.26,0,Female,Two year,Mailed check,No,No
0,1,0,0,11,0,3,0,1,0,1,1,1,82.65,939.73,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,1,1,0,14,1,2,0,1,1,1,1,0,90.16,1234.63,0,Female,One year,Bank transfer (automatic),DSL,No
0,0,0,0,17,1,2,0,2,0,1,1,1,106.7,1775.96,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,1,1,3,0,0,1,1,0,0,1,1,64.43,184.17,0,Female,Month-to-month,Electronic check,DSL,No
1,0,1,0,10,0,0,1,1,0,0,0,0,49.36,481.36,0,Male,Month-to-month,Electronic check,DSL,No
1,0,1,0,1,0,1,1,2,0,1,0,0,88.72,86.6,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,1,72,1,2,1,2,0,0,1,0,87.32,6159.74,0,Male,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,0,3,2,2,1,2,1,1,0,1,94.28,279.12,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
0,0,0,1,7,0,0,1,1,0,1,1,0,69.64,491.22,1,Female,Month-to-month,Electronic check,DSL,Yes
0,1,0,0,53,1,0,0,2,0,0,0,0,67.7,3486.34,1,Female,One year,Electronic check,Fiber optic,Yes
0,1,1,1,15,1,1,1,2,1,1,0,0,90.26,1372.42,0,Female,One year,Mailed check,Fiber optic,No
0,0,1,1,3,1,3,1,2,1,0,1,0,90.13,260.48,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,1,0,11,0,1,1,2,1,1,1,0,105.71,1212.92,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
1,0,1,1,2,0,0,1,2,1,1,0,1,100.24,190.98,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,5,2,0,0,2,0,0,0,0,77.09,401.18,0,Female,Two year,Electronic check,Fiber optic,No
0,0,0,0,1,0,0,0,0,0,0,0,0,20.0,20.09,0,Female,Month-to-month,Electronic check,No,No
0,0,1,0,13,0,1,1,2,0,1,1,1,102.88,1365.53,0,Female,Month-to-month,Mailed check,Fiber optic,No
0,0,0,0,39,2,2,0,2,1,1,0,1,104.86,4007.07,0,Female,Two year,Bank transfer (automatic),Fiber optic,No
1,0,0,1,21,0,3,0,2,0,0,0,1,83.79,1702.19,0,Male,Month-to-month,Credit card (automatic),Fiber optic,No
0,0,0,0,22,2,1,1,2,0,1,1,0,95.0,2183.48,0,Female,Two year,Mailed check,Fiber optic,No
0,0,0,1,5,0,0,1,1,1,0,1,0,66.33,329.69,1,Female,Month-to-month,Electronic check,DSL,Yes
0,0,0,0,10,0,2,0,2,1,0,1,1,110.67,1104.54,1,Female,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,0,44,0,2,0,0,0,0,0,0,24.95,1151.12,0,Female,Month-to-month,Bank transfer (automatic),No,No
1,0,1,0,2,0,0,0,2,0,0,0,1,81.94,161.19,1,Male,Month-to-month,Electronic check,Fiber optic,Yes
0,0,1,0,46,0,3,1,1,0,1,0,0,59.11,2610.35,1,Female,Month-to-month,Credit card (automatic),DSL,Yes
0,0,0,1,15,1,3,1,2,1,1,1,1,112.68,1704.89,0,Female,One year,Credit card (automatic),Fiber optic,No
1,0,0,1,43,0,1,0,2,0,1,0,1,94.85,4100.9,0,Male,Month-to-month,Mailed check,Fiber optic,No
1,1,1,1,9,2,2,1,2,1,0,0,0,84.13,777.85,1,Male,Two year,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,9,0,2,0,0,0,0,0,0,21.25,199.95,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
0,0,1,0,33,0,2,0,1,0,0,1,0,52.9,1712.13,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
0,0,1,0,36,0,0,1,2,1,0,1,0,86.03,3165.77,0,Female,Month-to-month,Electronic check,Fiber optic,No
1,1,0,0,6,1,0,0,0,0,0,0,0,21.47,127.98,0,Male,One year,Electronic check,No,No
1,0,0,0,72,0,0,1,1,1,0,0,1,63.38,4692.86,1,Male,Month-to-month,Electronic check,DSL,Yes
1,0,0,0,2,0,2,1,2,0,0,1,1,99.27,191.87,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,0,1,2,1,0,0,0,0,0,0,20.0,20.0,0,Male,Two year,Mailed check,No,No
1,0,0,0,21,0,1,1,0,0,0,0,0,26.59,534.78,0,Male,Month-to-month,Mailed check,No,No
1,0,1,0,30,0,2,1,2,1,1,1,0,102.25,3086.27,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
0,0,0,1,72,0,0,1,2,1,0,0,1,87.73,6107.47,0,Female,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,12,1,2,1,2,1,0,1,0,89.74,1126.42,1,Female,One year,Bank transfer (automatic),Fiber optic,Yes
0,1,1,0,1,0,1,1,2,0,0,1,1,92.98,93.49,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
1,0,0,0,22,2,1,0,2,1,0,0,1,94.42,2083.34,0,Male,Two year,Mailed check,Fiber optic,No
1,0,0,1,8,1,0,1,1,1,1,0,1,70.87,593.74,1,Male,One year,Electronic check,DSL,Yes
1,0,0,1,13,1,3,0,2,1,1,1,0,97.2,1263.4,0,Male,One year,Credit card (automatic),Fiber optic,No
1,0,0,0,16,0,2,0,1,1,1,0,1,75.38,1227.39,0,Male,Month-to-month,Bank transfer (automatic),DSL,No
1,0,1,0,1,2,0,1,1,1,1,1,1,88.85,84.82,1,Male,Two year,Electronic check,DSL,Yes
1,0,0,1,15,0,3,0,1,1,1,1,0,80.58,1233.88,0,Male,Month-to-month,Credit card (automatic),DSL,No
0,0,1,0,13,1,2,0,2,0,1,0,0,81.35,1015.7,0,Female,One year,Bank transfer (automatic),Fiber optic,No
0,0,0,1,29,0,0,1,2,0,1,0,1,90.05,2684.63,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
1,0,0,1,24,1,0,1,1,1,1,0,1,78.18,1947.03,0,Male,One year,Electronic check,DSL,No
0,0,0,0,4,0,0,0,1,0,0,0,0,45.83,179.94,1,Female,Month-to-month,Electronic check,DSL,Yes
1,0,1,0,5,0,2,0,2,0,0,1,0,80.74,418.97,0,Male,Month-to-month,Bank transfer (automatic),Fiber optic,No
0,0,0,0,6,2,2,0,0,0,0,0,0,20.58,123.27,0,Female,Two year,Bank transfer (automatic),No,No
1,0,0,0,4,0,0,0,2,1,1,0,1,91.24,367.57,0,Male,Month-to-month,Electronic check,Fiber optic,No
1,1,1,1,25,0,1,1,1,1,1,0,1,81.67,2023.57,1,Male,Month-to-month,Mailed check,DSL,Yes
0,1,0,1,72,1,0,1,1,1,1,0,1,79.74,5727.81,1,Female,One year,Electronic check,DSL,Yes
0,0,0,1,25,1,0,1,1,0,1,0,0,62.49,1626.03,1,Female,One year,Electronic check,DSL,Yes
1,0,1,0,22,0,1,1,1,0,0,1,0,52.95,1217.01,0,Male,Month-to-month,Mailed check,DSL,No
1,0,0,0,12,0,0,1,2,1,0,0,1,94.86,1132.16,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,8,2,1,1,2,1,1,1,1,104.48,837.04,1,Female,Two year,Mailed check,Fiber optic,Yes
0,0,1,0,58,1,3,1,1,0,1,0,0,46.17,2575.08,0,Female,One year,Credit card (automatic),DSL,No
1,0,1,0,72,0,0,1,2,0,0,1,1,92.82,6566.5,0,Male,Month-to-month,Electronic check,Fiber optic,No
0,0,1,0,16,2,0,1,2,1,1,0,0,87.11,1395.6,0,Female,Two year,Electronic check,Fiber optic,No
1,0,1,0,8,0,0,1,1,1,0,1,0,72.24,560.73,1,Male,Month-to-month,Electronic check,DSL,Yes
1,0,1,1,35,0,1,1,2,0,0,1,1,99.89,3522.91,1,Male,Month-to-month,Mailed check,Fiber optic,Yes
1,0,1,0,3,0,2,1,2,0,0,0,1,88.42,270.17,1,Male,Month-to-month,Bank transfer (automatic),Fiber optic,Yes
1,0,0,1,34,0,2,0,0,0,0,0,0,22.99,793.38,1,Male,Month-to-month,Bank transfer (automatic),No,Yes
0,0,0,0,41,2,1,1,1,0,1,1,1,82.21,3351.23,0,Female,Two year,Mailed check,DSL,No
0,0,1,0,3,0,1,1,2,0,0,0,1,75.59,232.88,1,Female,Month-to-month,Mailed check,Fiber optic,Yes
0,0,1,1,72,0,0,1,2,0,1,0,0,87.0,6150.95,1,Female,Month-to-month,Electronic check,Fiber optic,Yes
0,0,0,1,72,2,1,1,1,0,1,0,1,73.26,5258.51,0,Female,Two year,Mailed check,DSL,No
0,0,1,0,66,0,2,1,1,0,1,0,1,60.1,3875.43,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,0,16,1,0,0,1,0,1,1,1,81.34,1314.93,0,Female,One year,Electronic check,DSL,No
0,0,1,0,6,0,2,1,1,0,1,0,1,64.27,383.33,1,Female,Month-to-month,Bank transfer (automatic),DSL,Yes
1,0,1,0,20,1,2,0,0,0,0,0,0,29.25,568.45,1,Male,One year,Bank transfer (automatic),No,Yes
0,0,1,1,13,0,0,1,0,0,0,0,0,20.0,255.01,0,Female,Month-to-month,Electronic check,No,No
0,0,0,0,5,0,1,0,1,1,0,0,1,67.46,329.86,1,Female,Month-to-month,Mailed check,DSL,Yes
1,0,1,0,13,1,3,0,2,1,0,0,1,92.93,1257.73,0,Male,One year,Credit card (automatic),Fiber optic,No
0,0,0,1,26,1,0,0,0,0,0,0,0,20.0,521.14,0,Female,One year,Electronic check,No,No
0,0,0,0,1,1,0,1,0,0,0,0,0,30.74,31.21,0,Female,One year,Electronic check,No,No
1,1,0,0,9,1,1,0,0,0,0,0,0,28.46,267.28,0,Male,One year,Mailed check,No,No
0,0,1,0,1,0,2,0,1,0,0,0,1,48.81,47.26,0,Female,Month-to-month,Bank transfer (automatic),DSL,No
0,0,0,0,33,0,0,0,0,0,0,0,0,22.44,772.87,0,Female,Month-to-month,Electronic check,No,No
0,0,0,0,24,1,3,0,1,1,0,0,1,66.94,1612.93,1,Female,One year,Credit card (automatic),DSL,Yes
1,0,1,0,1,1,2,0,1,0,1,1,1,83.17,86.13,0,Male,One year,Bank transfer (automatic),DSL,No
0,1,1,0,72,1,3,0,1,1,1,0,1,78.06,5433.72,0,Female,One year,Credit card (automatic),DSL,No
0,0,1,1,1,1,0,1,2,1,1,0,1,97.94,95.72,1,Female,One year,Electronic check,Fiber optic,Yes
